era,year,date,time,location,country,raceId,round,circuitRef,grand_prix_title,grand_prix_name,driverId,constructorId,position
1999,2000,2000-06-18,\N,Montreal,Canada,165,8,villeneuve,Canadian Grand Prix,Circuit Gilles Villeneuve,50,21,5
1999,2000,2000-07-02,\N,Magny Cours,France,166,9,magny_cours,French Grand Prix,Circuit de Nevers Magny-Cours,14,1,1
1999,2000,2000-07-02,\N,Magny Cours,France,166,9,magny_cours,French Grand Prix,Circuit de Nevers Magny-Cours,57,1,2
1999,2000,2000-07-02,\N,Magny Cours,France,166,9,magny_cours,French Grand Prix,Circuit de Nevers Magny-Cours,22,6,3
1999,2000,2000-07-02,\N,Magny Cours,France,166,9,magny_cours,French Grand Prix,Circuit de Nevers Magny-Cours,35,16,4
1999,2000,2000-07-02,\N,Magny Cours,France,166,9,magny_cours,French Grand Prix,Circuit de Nevers Magny-Cours,23,3,5
1999,2000,2000-07-16,\N,Spielburg,Austria,167,10,osterreichring,Austrian Grand Prix,A1-Ring,57,1,1
1999,2000,2000-07-16,\N,Spielburg,Austria,167,10,osterreichring,Austrian Grand Prix,A1-Ring,14,1,2
1999,2000,2000-07-16,\N,Spielburg,Austria,167,10,osterreichring,Austrian Grand Prix,A1-Ring,22,6,3
1999,2000,2000-07-16,\N,Spielburg,Austria,167,10,osterreichring,Austrian Grand Prix,A1-Ring,35,16,4
1999,2000,2000-07-16,\N,Spielburg,Austria,167,10,osterreichring,Austrian Grand Prix,A1-Ring,18,3,5
1999,2000,2000-07-30,\N,Hockenheim,Germany,168,11,hockenheimring,German Grand Prix,Hockenheimring,22,6,1
1999,2000,2000-07-30,\N,Hockenheim,Germany,168,11,hockenheimring,German Grand Prix,Hockenheimring,57,1,2
1999,2000,2000-07-30,\N,Hockenheim,Germany,168,11,hockenheimring,German Grand Prix,Hockenheimring,14,1,3
1999,2000,2000-07-30,\N,Hockenheim,Germany,168,11,hockenheimring,German Grand Prix,Hockenheimring,18,3,4
1999,2000,2000-07-30,\N,Hockenheim,Germany,168,11,hockenheimring,German Grand Prix,Hockenheimring,63,15,5
1999,2000,2000-08-13,\N,Budapest,Hungary,169,12,hungaroring,Hungarian Grand Prix,Hungaroring,57,1,1
1999,2000,2000-08-13,\N,Budapest,Hungary,169,12,hungaroring,Hungarian Grand Prix,Hungaroring,30,6,2
1999,2000,2000-08-13,\N,Budapest,Hungary,169,12,hungaroring,Hungarian Grand Prix,Hungaroring,14,1,3
1999,2000,2000-08-13,\N,Budapest,Hungary,169,12,hungaroring,Hungarian Grand Prix,Hungaroring,22,6,4
1999,2000,2000-08-13,\N,Budapest,Hungary,169,12,hungaroring,Hungarian Grand Prix,Hungaroring,23,3,5
1999,2000,2000-08-27,\N,Spa,Belgium,170,13,spa,Belgian Grand Prix,Circuit de Spa-Francorchamps,57,1,1
1999,2000,2000-08-27,\N,Spa,Belgium,170,13,spa,Belgian Grand Prix,Circuit de Spa-Francorchamps,30,6,2
1999,2000,2000-08-27,\N,Spa,Belgium,170,13,spa,Belgian Grand Prix,Circuit de Spa-Francorchamps,23,3,3
1999,2000,2000-08-27,\N,Spa,Belgium,170,13,spa,Belgian Grand Prix,Circuit de Spa-Francorchamps,14,1,4
1999,2000,2000-08-27,\N,Spa,Belgium,170,13,spa,Belgian Grand Prix,Circuit de Spa-Francorchamps,18,3,5
1999,2000,2000-09-10,\N,Monza,Italy,171,14,monza,Italian Grand Prix,Autodromo Nazionale di Monza,30,6,1
1999,2000,2000-09-10,\N,Monza,Italy,171,14,monza,Italian Grand Prix,Autodromo Nazionale di Monza,57,1,2
1999,2000,2000-09-10,\N,Monza,Italy,171,14,monza,Italian Grand Prix,Autodromo Nazionale di Monza,23,3,3
1999,2000,2000-09-10,\N,Monza,Italy,171,14,monza,Italian Grand Prix,Autodromo Nazionale di Monza,50,21,4
1999,2000,2000-09-10,\N,Monza,Italy,171,14,monza,Italian Grand Prix,Autodromo Nazionale di Monza,25,22,5
1999,2000,2000-09-24,\N,Indianapolis,USA,172,15,indianapolis,United States Grand Prix,Indianapolis Motor Speedway,30,6,1
1999,2000,2000-09-24,\N,Indianapolis,USA,172,15,indianapolis,United States Grand Prix,Indianapolis Motor Speedway,22,6,2
1999,2000,2000-09-24,\N,Indianapolis,USA,172,15,indianapolis,United States Grand Prix,Indianapolis Motor Speedway,49,17,3
1999,2000,2000-09-24,\N,Indianapolis,USA,172,15,indianapolis,United States Grand Prix,Indianapolis Motor Speedway,35,16,4
1999,2000,2000-09-24,\N,Indianapolis,USA,172,15,indianapolis,United States Grand Prix,Indianapolis Motor Speedway,14,1,5
1999,2000,2000-10-08,\N,Suzuka,Japan,173,16,suzuka,Japanese Grand Prix,Suzuka Circuit,30,6,1
1999,2000,2000-10-08,\N,Suzuka,Japan,173,16,suzuka,Japanese Grand Prix,Suzuka Circuit,57,1,2
1999,2000,2000-10-08,\N,Suzuka,Japan,173,16,suzuka,Japanese Grand Prix,Suzuka Circuit,14,1,3
1999,2000,2000-10-08,\N,Suzuka,Japan,173,16,suzuka,Japanese Grand Prix,Suzuka Circuit,22,6,4
1999,2000,2000-10-08,\N,Suzuka,Japan,173,16,suzuka,Japanese Grand Prix,Suzuka Circuit,18,3,5
1999,2000,2000-10-22,\N,Kuala Lumpur,Malaysia,174,17,sepang,Malaysian Grand Prix,Sepang International Circuit,30,6,1
1999,2000,2000-10-22,\N,Kuala Lumpur,Malaysia,174,17,sepang,Malaysian Grand Prix,Sepang International Circuit,14,1,2
1999,2000,2000-10-22,\N,Kuala Lumpur,Malaysia,174,17,sepang,Malaysian Grand Prix,Sepang International Circuit,22,6,3
1999,2000,2000-10-22,\N,Kuala Lumpur,Malaysia,174,17,sepang,Malaysian Grand Prix,Sepang International Circuit,57,1,4
1999,2000,2000-10-22,\N,Kuala Lumpur,Malaysia,174,17,sepang,Malaysian Grand Prix,Sepang International Circuit,35,16,5
1999,1999,1999-03-07,\N,Melbourne,Australia,175,1,albert_park,Australian Grand Prix,Albert Park Grand Prix Circuit,56,6,1
1999,1999,1999-03-07,\N,Melbourne,Australia,175,1,albert_park,Australian Grand Prix,Albert Park Grand Prix Circuit,49,17,2
1999,1999,1999-03-07,\N,Melbourne,Australia,175,1,albert_park,Australian Grand Prix,Albert Park Grand Prix Circuit,23,3,3
1999,1999,1999-03-07,\N,Melbourne,Australia,175,1,albert_park,Australian Grand Prix,Albert Park Grand Prix Circuit,21,22,4
1999,1999,1999-03-07,\N,Melbourne,Australia,175,1,albert_park,Australian Grand Prix,Albert Park Grand Prix Circuit,22,24,5
1999,1999,1999-04-11,\N,São Paulo,Brazil,176,2,interlagos,Brazilian Grand Prix,Autódromo José Carlos Pace,57,1,1
1999,1999,1999-04-11,\N,São Paulo,Brazil,176,2,interlagos,Brazilian Grand Prix,Autódromo José Carlos Pace,30,6,2
1999,1999,1999-04-11,\N,São Paulo,Brazil,176,2,interlagos,Brazilian Grand Prix,Autódromo José Carlos Pace,49,17,3
1999,1999,1999-04-11,\N,São Paulo,Brazil,176,2,interlagos,Brazilian Grand Prix,Autódromo José Carlos Pace,23,3,4
1999,1999,1999-04-11,\N,São Paulo,Brazil,176,2,interlagos,Brazilian Grand Prix,Autódromo José Carlos Pace,56,6,5
1999,1999,1999-05-02,\N,Imola,Italy,177,3,imola,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,30,6,1
1999,1999,1999-05-02,\N,Imola,Italy,177,3,imola,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,14,1,2
1999,1999,1999-05-02,\N,Imola,Italy,177,3,imola,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,22,24,3
1999,1999,1999-05-02,\N,Imola,Italy,177,3,imola,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,71,17,4
1999,1999,1999-05-02,\N,Imola,Italy,177,3,imola,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,21,22,5
1999,1999,1999-05-16,\N,Monte-Carlo,Monaco,178,4,monaco,Monaco Grand Prix,Circuit de Monaco,30,6,1
1999,1999,1999-05-16,\N,Monte-Carlo,Monaco,178,4,monaco,Monaco Grand Prix,Circuit de Monaco,56,6,2
1999,1999,1999-05-16,\N,Monte-Carlo,Monaco,178,4,monaco,Monaco Grand Prix,Circuit de Monaco,57,1,3
1999,1999,1999-05-16,\N,Monte-Carlo,Monaco,178,4,monaco,Monaco Grand Prix,Circuit de Monaco,49,17,4
1999,1999,1999-05-16,\N,Monte-Carlo,Monaco,178,4,monaco,Monaco Grand Prix,Circuit de Monaco,21,22,5
1999,1999,1999-05-30,\N,Montmeló,Spain,179,5,catalunya,Spanish Grand Prix,Circuit de Barcelona-Catalunya,57,1,1
1999,1999,1999-05-30,\N,Montmeló,Spain,179,5,catalunya,Spanish Grand Prix,Circuit de Barcelona-Catalunya,14,1,2
1999,1999,1999-05-30,\N,Montmeló,Spain,179,5,catalunya,Spanish Grand Prix,Circuit de Barcelona-Catalunya,30,6,3
1999,1999,1999-05-30,\N,Montmeló,Spain,179,5,catalunya,Spanish Grand Prix,Circuit de Barcelona-Catalunya,56,6,4
1999,1999,1999-05-30,\N,Montmeló,Spain,179,5,catalunya,Spanish Grand Prix,Circuit de Barcelona-Catalunya,23,3,5
1999,1999,1999-06-13,\N,Montreal,Canada,180,6,villeneuve,Canadian Grand Prix,Circuit Gilles Villeneuve,57,1,1
1999,1999,1999-06-13,\N,Montreal,Canada,180,6,villeneuve,Canadian Grand Prix,Circuit Gilles Villeneuve,21,22,2
1999,1999,1999-06-13,\N,Montreal,Canada,180,6,villeneuve,Canadian Grand Prix,Circuit Gilles Villeneuve,56,6,3
1999,1999,1999-06-13,\N,Montreal,Canada,180,6,villeneuve,Canadian Grand Prix,Circuit Gilles Villeneuve,23,3,4
1999,1999,1999-06-13,\N,Montreal,Canada,180,6,villeneuve,Canadian Grand Prix,Circuit Gilles Villeneuve,65,24,5
1999,1999,1999-06-27,\N,Magny Cours,France,181,7,magny_cours,French Grand Prix,Circuit de Nevers Magny-Cours,49,17,1
1999,1999,1999-06-27,\N,Magny Cours,France,181,7,magny_cours,French Grand Prix,Circuit de Nevers Magny-Cours,57,1,2
1999,1999,1999-06-27,\N,Magny Cours,France,181,7,magny_cours,French Grand Prix,Circuit de Nevers Magny-Cours,22,24,3
1999,1999,1999-06-27,\N,Magny Cours,France,181,7,magny_cours,French Grand Prix,Circuit de Nevers Magny-Cours,23,3,4
1999,1999,1999-06-27,\N,Magny Cours,France,181,7,magny_cours,French Grand Prix,Circuit de Nevers Magny-Cours,30,6,5
1999,1999,1999-07-11,\N,Silverstone,UK,182,8,silverstone,British Grand Prix,Silverstone Circuit,14,1,1
1999,1999,1999-07-11,\N,Silverstone,UK,182,8,silverstone,British Grand Prix,Silverstone Circuit,56,6,2
1999,1999,1999-07-11,\N,Silverstone,UK,182,8,silverstone,British Grand Prix,Silverstone Circuit,23,3,3
1999,1999,1999-07-11,\N,Silverstone,UK,182,8,silverstone,British Grand Prix,Silverstone Circuit,49,17,4
1999,1999,1999-07-11,\N,Silverstone,UK,182,8,silverstone,British Grand Prix,Silverstone Circuit,71,17,5
1999,1999,1999-07-25,\N,Spielburg,Austria,183,9,osterreichring,Austrian Grand Prix,A1-Ring,56,6,1
1999,1999,1999-07-25,\N,Spielburg,Austria,183,9,osterreichring,Austrian Grand Prix,A1-Ring,14,1,2
1999,1999,1999-07-25,\N,Spielburg,Austria,183,9,osterreichring,Austrian Grand Prix,A1-Ring,57,1,3
1999,1999,1999-07-25,\N,Spielburg,Austria,183,9,osterreichring,Austrian Grand Prix,A1-Ring,49,17,4
1999,1999,1999-07-25,\N,Spielburg,Austria,183,9,osterreichring,Austrian Grand Prix,A1-Ring,25,22,5
1999,1999,1999-08-01,\N,Hockenheim,Germany,184,10,hockenheimring,German Grand Prix,Hockenheimring,56,6,1
1999,1999,1999-08-01,\N,Hockenheim,Germany,184,10,hockenheimring,German Grand Prix,Hockenheimring,63,6,2
1999,1999,1999-08-01,\N,Hockenheim,Germany,184,10,hockenheimring,German Grand Prix,Hockenheimring,49,17,3
1999,1999,1999-08-01,\N,Hockenheim,Germany,184,10,hockenheimring,German Grand Prix,Hockenheimring,23,3,4
1999,1999,1999-08-01,\N,Hockenheim,Germany,184,10,hockenheimring,German Grand Prix,Hockenheimring,14,1,5
1999,1999,1999-08-15,\N,Budapest,Hungary,185,11,hungaroring,Hungarian Grand Prix,Hungaroring,57,1,1
1999,1999,1999-08-15,\N,Budapest,Hungary,185,11,hungaroring,Hungarian Grand Prix,Hungaroring,14,1,2
1999,1999,1999-08-15,\N,Budapest,Hungary,185,11,hungaroring,Hungarian Grand Prix,Hungaroring,56,6,3
1999,1999,1999-08-15,\N,Budapest,Hungary,185,11,hungaroring,Hungarian Grand Prix,Hungaroring,49,17,4
1999,1999,1999-08-15,\N,Budapest,Hungary,185,11,hungaroring,Hungarian Grand Prix,Hungaroring,22,24,5
1999,1999,1999-08-29,\N,Spa,Belgium,186,12,spa,Belgian Grand Prix,Circuit de Spa-Francorchamps,14,1,1
1999,1999,1999-08-29,\N,Spa,Belgium,186,12,spa,Belgian Grand Prix,Circuit de Spa-Francorchamps,57,1,2
1999,1999,1999-08-29,\N,Spa,Belgium,186,12,spa,Belgian Grand Prix,Circuit de Spa-Francorchamps,49,17,3
1999,1999,1999-08-29,\N,Spa,Belgium,186,12,spa,Belgian Grand Prix,Circuit de Spa-Francorchamps,56,6,4
1999,1999,1999-08-29,\N,Spa,Belgium,186,12,spa,Belgian Grand Prix,Circuit de Spa-Francorchamps,23,3,5
1999,1999,1999-09-12,\N,Monza,Italy,187,13,monza,Italian Grand Prix,Autodromo Nazionale di Monza,49,17,1
1999,1999,1999-09-12,\N,Monza,Italy,187,13,monza,Italian Grand Prix,Autodromo Nazionale di Monza,23,3,2
1999,1999,1999-09-12,\N,Monza,Italy,187,13,monza,Italian Grand Prix,Autodromo Nazionale di Monza,63,6,3
1999,1999,1999-09-12,\N,Monza,Italy,187,13,monza,Italian Grand Prix,Autodromo Nazionale di Monza,22,24,4
1999,1999,1999-09-12,\N,Monza,Italy,187,13,monza,Italian Grand Prix,Autodromo Nazionale di Monza,14,1,5
1999,1999,1999-09-26,\N,Nürburg,Germany,188,14,nurburgring,European Grand Prix,Nürburgring,65,24,1
1999,1999,1999-09-26,\N,Nürburg,Germany,188,14,nurburgring,European Grand Prix,Nürburgring,15,20,2
1999,1999,1999-09-26,\N,Nürburg,Germany,188,14,nurburgring,European Grand Prix,Nürburgring,22,24,3
1999,1999,1999-09-26,\N,Nürburg,Germany,188,14,nurburgring,European Grand Prix,Nürburgring,23,3,4
1999,1999,1999-09-26,\N,Nürburg,Germany,188,14,nurburgring,European Grand Prix,Nürburgring,57,1,5
1999,1999,1999-10-17,\N,Kuala Lumpur,Malaysia,189,15,sepang,Malaysian Grand Prix,Sepang International Circuit,56,6,1
1999,1999,1999-10-17,\N,Kuala Lumpur,Malaysia,189,15,sepang,Malaysian Grand Prix,Sepang International Circuit,30,6,2
1999,1999,1999-10-17,\N,Kuala Lumpur,Malaysia,189,15,sepang,Malaysian Grand Prix,Sepang International Circuit,57,1,3
1999,1999,1999-10-17,\N,Kuala Lumpur,Malaysia,189,15,sepang,Malaysian Grand Prix,Sepang International Circuit,65,24,4
1999,1999,1999-10-17,\N,Kuala Lumpur,Malaysia,189,15,sepang,Malaysian Grand Prix,Sepang International Circuit,22,24,5
1999,1999,1999-10-31,\N,Suzuka,Japan,190,16,suzuka,Japanese Grand Prix,Suzuka Circuit,57,1,1
1999,1999,1999-10-31,\N,Suzuka,Japan,190,16,suzuka,Japanese Grand Prix,Suzuka Circuit,30,6,2
1999,1999,1999-10-31,\N,Suzuka,Japan,190,16,suzuka,Japanese Grand Prix,Suzuka Circuit,56,6,3
1999,1999,1999-10-31,\N,Suzuka,Japan,190,16,suzuka,Japanese Grand Prix,Suzuka Circuit,49,17,4
1999,1999,1999-10-31,\N,Suzuka,Japan,190,16,suzuka,Japanese Grand Prix,Suzuka Circuit,23,3,5
1994,1998,1998-03-08,\N,Melbourne,Australia,191,1,albert_park,Australian Grand Prix,Albert Park Grand Prix Circuit,57,1,1
1994,1998,1998-03-08,\N,Melbourne,Australia,191,1,albert_park,Australian Grand Prix,Albert Park Grand Prix Circuit,14,1,2
1994,1998,1998-03-08,\N,Melbourne,Australia,191,1,albert_park,Australian Grand Prix,Albert Park Grand Prix Circuit,49,3,3
1994,1998,1998-03-08,\N,Melbourne,Australia,191,1,albert_park,Australian Grand Prix,Albert Park Grand Prix Circuit,56,6,4
1994,1998,1998-03-08,\N,Melbourne,Australia,191,1,albert_park,Australian Grand Prix,Albert Park Grand Prix Circuit,35,3,5
1994,1998,1998-03-29,\N,São Paulo,Brazil,192,2,interlagos,Brazilian Grand Prix,Autódromo José Carlos Pace,57,1,1
1994,1998,1998-03-29,\N,São Paulo,Brazil,192,2,interlagos,Brazilian Grand Prix,Autódromo José Carlos Pace,14,1,2
1994,1998,1998-03-29,\N,São Paulo,Brazil,192,2,interlagos,Brazilian Grand Prix,Autódromo José Carlos Pace,30,6,3
1994,1998,1998-03-29,\N,São Paulo,Brazil,192,2,interlagos,Brazilian Grand Prix,Autódromo José Carlos Pace,25,22,4
1994,1998,1998-03-29,\N,São Paulo,Brazil,192,2,interlagos,Brazilian Grand Prix,Autódromo José Carlos Pace,49,3,5
1994,1998,1998-04-12,\N,Buenos Aires,Argentina,193,3,galvez,Argentine Grand Prix,Autódromo Juan y Oscar Gálvez,30,6,1
1994,1998,1998-04-12,\N,Buenos Aires,Argentina,193,3,galvez,Argentine Grand Prix,Autódromo Juan y Oscar Gálvez,57,1,2
1994,1998,1998-04-12,\N,Buenos Aires,Argentina,193,3,galvez,Argentine Grand Prix,Autódromo Juan y Oscar Gálvez,56,6,3
1994,1998,1998-04-12,\N,Buenos Aires,Argentina,193,3,galvez,Argentine Grand Prix,Autódromo Juan y Oscar Gálvez,25,22,4
1994,1998,1998-04-12,\N,Buenos Aires,Argentina,193,3,galvez,Argentine Grand Prix,Autódromo Juan y Oscar Gálvez,55,15,5
1994,1998,1998-04-26,\N,Imola,Italy,194,4,imola,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,14,1,1
1994,1998,1998-04-26,\N,Imola,Italy,194,4,imola,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,30,6,2
1994,1998,1998-04-26,\N,Imola,Italy,194,4,imola,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,56,6,3
1994,1998,1998-04-26,\N,Imola,Italy,194,4,imola,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,35,3,4
1994,1998,1998-04-26,\N,Imola,Italy,194,4,imola,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,49,3,5
1994,1998,1998-05-10,\N,Montmeló,Spain,195,5,catalunya,Spanish Grand Prix,Circuit de Barcelona-Catalunya,57,1,1
1994,1998,1998-05-10,\N,Montmeló,Spain,195,5,catalunya,Spanish Grand Prix,Circuit de Barcelona-Catalunya,14,1,2
1994,1998,1998-05-10,\N,Montmeló,Spain,195,5,catalunya,Spanish Grand Prix,Circuit de Barcelona-Catalunya,30,6,3
1994,1998,1998-05-10,\N,Montmeló,Spain,195,5,catalunya,Spanish Grand Prix,Circuit de Barcelona-Catalunya,25,22,4
1994,1998,1998-05-10,\N,Montmeló,Spain,195,5,catalunya,Spanish Grand Prix,Circuit de Barcelona-Catalunya,22,24,5
1994,1998,1998-05-24,\N,Monte-Carlo,Monaco,196,6,monaco,Monaco Grand Prix,Circuit de Monaco,57,1,1
1994,1998,1998-05-24,\N,Monte-Carlo,Monaco,196,6,monaco,Monaco Grand Prix,Circuit de Monaco,21,22,2
1994,1998,1998-05-24,\N,Monte-Carlo,Monaco,196,6,monaco,Monaco Grand Prix,Circuit de Monaco,56,6,3
1994,1998,1998-05-24,\N,Monte-Carlo,Monaco,196,6,monaco,Monaco Grand Prix,Circuit de Monaco,63,21,4
1994,1998,1998-05-24,\N,Monte-Carlo,Monaco,196,6,monaco,Monaco Grand Prix,Circuit de Monaco,35,3,5
1994,1998,1998-06-07,\N,Montreal,Canada,197,7,villeneuve,Canadian Grand Prix,Circuit Gilles Villeneuve,30,6,1
1994,1998,1998-06-07,\N,Montreal,Canada,197,7,villeneuve,Canadian Grand Prix,Circuit Gilles Villeneuve,21,22,2
1994,1998,1998-06-07,\N,Montreal,Canada,197,7,villeneuve,Canadian Grand Prix,Circuit Gilles Villeneuve,56,6,3
1994,1998,1998-06-07,\N,Montreal,Canada,197,7,villeneuve,Canadian Grand Prix,Circuit Gilles Villeneuve,25,22,4
1994,1998,1998-06-07,\N,Montreal,Canada,197,7,villeneuve,Canadian Grand Prix,Circuit Gilles Villeneuve,22,24,5
1994,1998,1998-06-28,\N,Magny Cours,France,198,8,magny_cours,French Grand Prix,Circuit de Nevers Magny-Cours,30,6,1
1994,1998,1998-06-28,\N,Magny Cours,France,198,8,magny_cours,French Grand Prix,Circuit de Nevers Magny-Cours,56,6,2
1994,1998,1998-06-28,\N,Magny Cours,France,198,8,magny_cours,French Grand Prix,Circuit de Nevers Magny-Cours,57,1,3
1994,1998,1998-06-28,\N,Magny Cours,France,198,8,magny_cours,French Grand Prix,Circuit de Nevers Magny-Cours,35,3,4
1994,1998,1998-06-28,\N,Magny Cours,France,198,8,magny_cours,French Grand Prix,Circuit de Nevers Magny-Cours,25,22,5
1994,1998,1998-07-12,\N,Silverstone,UK,199,9,silverstone,British Grand Prix,Silverstone Circuit,30,6,1
1994,1998,1998-07-12,\N,Silverstone,UK,199,9,silverstone,British Grand Prix,Silverstone Circuit,57,1,2
1994,1998,1998-07-12,\N,Silverstone,UK,199,9,silverstone,British Grand Prix,Silverstone Circuit,56,6,3
1994,1998,1998-07-12,\N,Silverstone,UK,199,9,silverstone,British Grand Prix,Silverstone Circuit,25,22,4
1994,1998,1998-07-12,\N,Silverstone,UK,199,9,silverstone,British Grand Prix,Silverstone Circuit,21,22,5
1994,1998,1998-07-26,\N,Spielburg,Austria,200,10,osterreichring,Austrian Grand Prix,A1-Ring,57,1,1
1994,1998,1998-07-26,\N,Spielburg,Austria,200,10,osterreichring,Austrian Grand Prix,A1-Ring,14,1,2
1994,1998,1998-07-26,\N,Spielburg,Austria,200,10,osterreichring,Austrian Grand Prix,A1-Ring,30,6,3
1994,1998,1998-07-26,\N,Spielburg,Austria,200,10,osterreichring,Austrian Grand Prix,A1-Ring,56,6,4
1994,1998,1998-07-26,\N,Spielburg,Austria,200,10,osterreichring,Austrian Grand Prix,A1-Ring,23,17,5
1994,1998,1998-08-02,\N,Hockenheim,Germany,201,11,hockenheimring,German Grand Prix,Hockenheimring,57,1,1
1994,1998,1998-08-02,\N,Hockenheim,Germany,201,11,hockenheimring,German Grand Prix,Hockenheimring,14,1,2
1994,1998,1998-08-02,\N,Hockenheim,Germany,201,11,hockenheimring,German Grand Prix,Hockenheimring,35,3,3
1994,1998,1998-08-02,\N,Hockenheim,Germany,201,11,hockenheimring,German Grand Prix,Hockenheimring,71,17,4
1994,1998,1998-08-02,\N,Hockenheim,Germany,201,11,hockenheimring,German Grand Prix,Hockenheimring,30,6,5
1994,1998,1998-08-16,\N,Budapest,Hungary,202,12,hungaroring,Hungarian Grand Prix,Hungaroring,30,6,1
1994,1998,1998-08-16,\N,Budapest,Hungary,202,12,hungaroring,Hungarian Grand Prix,Hungaroring,14,1,2
1994,1998,1998-08-16,\N,Budapest,Hungary,202,12,hungaroring,Hungarian Grand Prix,Hungaroring,35,3,3
1994,1998,1998-08-16,\N,Budapest,Hungary,202,12,hungaroring,Hungarian Grand Prix,Hungaroring,71,17,4
1994,1998,1998-08-16,\N,Budapest,Hungary,202,12,hungaroring,Hungarian Grand Prix,Hungaroring,49,3,5
1994,1998,1998-08-30,\N,Spa,Belgium,203,13,spa,Belgian Grand Prix,Circuit de Spa-Francorchamps,71,17,1
1994,1998,1998-08-30,\N,Spa,Belgium,203,13,spa,Belgian Grand Prix,Circuit de Spa-Francorchamps,23,17,2
1994,1998,1998-08-30,\N,Spa,Belgium,203,13,spa,Belgian Grand Prix,Circuit de Spa-Francorchamps,55,15,3
1994,1998,1998-08-30,\N,Spa,Belgium,203,13,spa,Belgian Grand Prix,Circuit de Spa-Francorchamps,49,3,4
1994,1998,1998-08-30,\N,Spa,Belgium,203,13,spa,Belgian Grand Prix,Circuit de Spa-Francorchamps,64,21,5
1994,1998,1998-09-13,\N,Monza,Italy,204,14,monza,Italian Grand Prix,Autodromo Nazionale di Monza,30,6,1
1994,1998,1998-09-13,\N,Monza,Italy,204,14,monza,Italian Grand Prix,Autodromo Nazionale di Monza,56,6,2
1994,1998,1998-09-13,\N,Monza,Italy,204,14,monza,Italian Grand Prix,Autodromo Nazionale di Monza,23,17,3
1994,1998,1998-09-13,\N,Monza,Italy,204,14,monza,Italian Grand Prix,Autodromo Nazionale di Monza,57,1,4
1994,1998,1998-09-13,\N,Monza,Italy,204,14,monza,Italian Grand Prix,Autodromo Nazionale di Monza,55,15,5
1994,1998,1998-09-27,\N,Nürburg,Germany,205,15,nurburgring,Luxembourg Grand Prix,Nürburgring,57,1,1
1994,1998,1998-09-27,\N,Nürburg,Germany,205,15,nurburgring,Luxembourg Grand Prix,Nürburgring,30,6,2
1994,1998,1998-09-27,\N,Nürburg,Germany,205,15,nurburgring,Luxembourg Grand Prix,Nürburgring,14,1,3
1994,1998,1998-09-27,\N,Nürburg,Germany,205,15,nurburgring,Luxembourg Grand Prix,Nürburgring,56,6,4
1994,1998,1998-09-27,\N,Nürburg,Germany,205,15,nurburgring,Luxembourg Grand Prix,Nürburgring,49,3,5
1994,1998,1998-11-01,\N,Suzuka,Japan,206,16,suzuka,Japanese Grand Prix,Suzuka Circuit,57,1,1
1994,1998,1998-11-01,\N,Suzuka,Japan,206,16,suzuka,Japanese Grand Prix,Suzuka Circuit,56,6,2
1994,1998,1998-11-01,\N,Suzuka,Japan,206,16,suzuka,Japanese Grand Prix,Suzuka Circuit,14,1,3
1994,1998,1998-11-01,\N,Suzuka,Japan,206,16,suzuka,Japanese Grand Prix,Suzuka Circuit,71,17,4
1994,1998,1998-11-01,\N,Suzuka,Japan,206,16,suzuka,Japanese Grand Prix,Suzuka Circuit,49,3,5
1994,1997,1997-03-09,\N,Melbourne,Australia,207,1,albert_park,Australian Grand Prix,Albert Park Grand Prix Circuit,14,1,1
1994,1997,1997-03-09,\N,Melbourne,Australia,207,1,albert_park,Australian Grand Prix,Albert Park Grand Prix Circuit,30,6,2
1994,1997,1997-03-09,\N,Melbourne,Australia,207,1,albert_park,Australian Grand Prix,Albert Park Grand Prix Circuit,57,1,3
1994,1997,1997-03-09,\N,Melbourne,Australia,207,1,albert_park,Australian Grand Prix,Albert Park Grand Prix Circuit,77,22,4
1994,1997,1997-03-09,\N,Melbourne,Australia,207,1,albert_park,Australian Grand Prix,Albert Park Grand Prix Circuit,44,20,5
1994,1997,1997-03-30,\N,São Paulo,Brazil,208,2,interlagos,Brazilian Grand Prix,Autódromo José Carlos Pace,35,3,1
1994,1997,1997-03-30,\N,São Paulo,Brazil,208,2,interlagos,Brazilian Grand Prix,Autódromo José Carlos Pace,77,22,2
1994,1997,1997-03-30,\N,São Paulo,Brazil,208,2,interlagos,Brazilian Grand Prix,Autódromo José Carlos Pace,44,20,3
1994,1997,1997-03-30,\N,São Paulo,Brazil,208,2,interlagos,Brazilian Grand Prix,Autódromo José Carlos Pace,57,1,4
1994,1997,1997-03-30,\N,São Paulo,Brazil,208,2,interlagos,Brazilian Grand Prix,Autódromo José Carlos Pace,30,6,5
1994,1997,1997-04-13,\N,Buenos Aires,Argentina,209,3,galvez,Argentine Grand Prix,Autódromo Juan y Oscar Gálvez,35,3,1
